Dato,Terrassebord,Planke,Terrasseskrue,Skrue5x90
2025-10-20,439.6470296769829,564.2336737359711,2.8033600457096535,3.982106552793899
2025-10-27,389.95622397577387,756.2580993760363,2.5628315421046954,3.008014443514551
2025-11-03,286.69822291102656,641.8417238429233,2.6652567429427045,3.1909438143745934
2025-11-10,386.3591957753393,811.8969740676104,2.2778915930119923,3.5513172319402946
2025-11-17,371.7431873165925,510.4387179214321,2.6645561896583785,3.437158629795246
2025-11-24,293.4362433065661,816.2024889819353,4.581448384029384,4.2653150968333495
2025-12-01,357.79900612630314,602.733698768058,2.9321748787111512,3.243971594172257
2025-12-08,287.81990141621606,724.6212494304181,0.6598482474881662,3.863539137911563
2025-12-15,301.99798302866117,812.7718984540985,3.2903461085658434,3.4788633832281204
2026-01-05,474.08490703111505,1324.3529383220698,3.331994075662808,3.4349825856127025
2026-01-12,285.05840359029514,702.5263348480344,3.0937455676566468,3.785419509111289
2026-01-19,344.25523022244363,826.5379246986265,4.62230916466808,3.3089773760244108
2026-01-26,296.4810053314462,709.7397358789067,2.0182895045803817,2.675354821360358
2026-02-02,377.4410351661521,735.5454380537732,3.136179255137299,3.409574332196262
2026-02-09,351.3116781678601,725.8348423692825,3.249206864155046,3.3247920838000318
2026-02-16,331.74054377469395,730.1807760004272,3.2072560198496918,3.3337848279436026
2026-02-23,352.269252312451,724.566330385359,3.3814981745365285,3.3349011068430148
2026-03-02,349.5417772149176,735.5421694103579,3.2075665589980122,3.3343963832964842
2026-03-09,333.140153801798,724.4543357260258,2.6723873552631794,3.338257500573797
2026-03-16,346.8354298920803,731.5956538408186,3.105820985878291,3.3333530089881656
2026-03-30,331.83505398877895,727.2494383717026,5.132629749937956,3.336484430650994
2026-04-06,335.09244773408153,724.5534348379898,2.987574827850105,3.3346050608808446
2026-04-13,367.24128830110305,713.1989670220895,2.974945077708962,3.3343776638560705
2026-04-20,331.1857882533197,727.9783822924737,3.050216446334838,3.336118311685263
